_judge_id,task_id,mutation_type,dataset,recoverability,naturalness,lexical_compliance,semantic_preservation,formatting_compliance,underspec_compliance
LiveCodeBench/abc365_b__LV,LiveCodeBench/abc365_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc365_a__LV,LiveCodeBench/abc365_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc365_e__LV,LiveCodeBench/abc365_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc365_d__LV,LiveCodeBench/abc365_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc365_c__LV,LiveCodeBench/abc365_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3426__LV,LiveCodeBench/3426,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3430__LV,LiveCodeBench/3430,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3436__LV,LiveCodeBench/3436,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3450__LV,LiveCodeBench/3450,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3422__LV,LiveCodeBench/3422,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3442__LV,LiveCodeBench/3442,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3421__LV,LiveCodeBench/3421,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3437__LV,LiveCodeBench/3437,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3438__LV,LiveCodeBench/3438,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3471__LV,LiveCodeBench/3471,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3461__LV,LiveCodeBench/3461,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3464__LV,LiveCodeBench/3464,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3469__LV,LiveCodeBench/3469,LV,livecodebench,1.0,1.0,1.0,0.0,,
LiveCodeBench/3490__LV,LiveCodeBench/3490,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3439__LV,LiveCodeBench/3439,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3468__LV,LiveCodeBench/3468,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3453__LV,LiveCodeBench/3453,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3492__LV,LiveCodeBench/3492,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3482__LV,LiveCodeBench/3482,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3484__LV,LiveCodeBench/3484,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3494__LV,LiveCodeBench/3494,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3508__LV,LiveCodeBench/3508,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3462__LV,LiveCodeBench/3462,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3493__LV,LiveCodeBench/3493,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3454__LV,LiveCodeBench/3454,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3515__LV,LiveCodeBench/3515,LV,livecodebench,1.0,1.0,1.0,0.0,,
LiveCodeBench/3507__LV,LiveCodeBench/3507,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3479__LV,LiveCodeBench/3479,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3478__LV,LiveCodeBench/3478,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3517__LV,LiveCodeBench/3517,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3527__LV,LiveCodeBench/3527,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3533__LV,LiveCodeBench/3533,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3535__LV,LiveCodeBench/3535,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3447__LV,LiveCodeBench/3447,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3413__LV,LiveCodeBench/3413,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3456__LV,LiveCodeBench/3456,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3476__LV,LiveCodeBench/3476,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3475__LV,LiveCodeBench/3475,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3460__LV,LiveCodeBench/3460,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3463__LV,LiveCodeBench/3463,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3264__LV,LiveCodeBench/3264,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3466__LV,LiveCodeBench/3466,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3511__LV,LiveCodeBench/3511,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3455__LV,LiveCodeBench/3455,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3498__LV,LiveCodeBench/3498,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3519__LV,LiveCodeBench/3519,LV,livecodebench,0.0,0.0,1.0,0.0,,
LiveCodeBench/3526__LV,LiveCodeBench/3526,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3532__LV,LiveCodeBench/3532,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc366_f__LV,LiveCodeBench/abc366_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc366_b__LV,LiveCodeBench/abc366_b,LV,livecodebench,0.0,0.0,1.0,0.0,,
LiveCodeBench/abc366_e__LV,LiveCodeBench/abc366_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc366_d__LV,LiveCodeBench/abc366_d,LV,livecodebench,,,,,,
LiveCodeBench/abc366_a__LV,LiveCodeBench/abc366_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc366_c__LV,LiveCodeBench/abc366_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc366_g__LV,LiveCodeBench/abc366_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc367_e__LV,LiveCodeBench/abc367_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc367_f__LV,LiveCodeBench/abc367_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc367_a__LV,LiveCodeBench/abc367_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc367_g__LV,LiveCodeBench/abc367_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc367_b__LV,LiveCodeBench/abc367_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc367_d__LV,LiveCodeBench/abc367_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc367_c__LV,LiveCodeBench/abc367_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc368_g__LV,LiveCodeBench/abc368_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc368_a__LV,LiveCodeBench/abc368_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc368_b__LV,LiveCodeBench/abc368_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc368_f__LV,LiveCodeBench/abc368_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc368_c__LV,LiveCodeBench/abc368_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc368_d__LV,LiveCodeBench/abc368_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc368_e__LV,LiveCodeBench/abc368_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc369_d__LV,LiveCodeBench/abc369_d,LV,livecodebench,1.0,0.0,1.0,0.0,,
LiveCodeBench/abc369_g__LV,LiveCodeBench/abc369_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc369_c__LV,LiveCodeBench/abc369_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc369_a__LV,LiveCodeBench/abc369_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc369_b__LV,LiveCodeBench/abc369_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc369_e__LV,LiveCodeBench/abc369_e,LV,livecodebench,,,,,,
LiveCodeBench/abc370_a__LV,LiveCodeBench/abc370_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc370_g__LV,LiveCodeBench/abc370_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc370_c__LV,LiveCodeBench/abc370_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc370_d__LV,LiveCodeBench/abc370_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc370_e__LV,LiveCodeBench/abc370_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc370_b__LV,LiveCodeBench/abc370_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc370_f__LV,LiveCodeBench/abc370_f,LV,livecodebench,1.0,0.0,1.0,1.0,,
LiveCodeBench/abc371_b__LV,LiveCodeBench/abc371_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc371_d__LV,LiveCodeBench/abc371_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc371_g__LV,LiveCodeBench/abc371_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc371_f__LV,LiveCodeBench/abc371_f,LV,livecodebench,,,,,,
LiveCodeBench/abc371_c__LV,LiveCodeBench/abc371_c,LV,livecodebench,,,,,,
LiveCodeBench/abc371_e__LV,LiveCodeBench/abc371_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc371_a__LV,LiveCodeBench/abc371_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc372_e__LV,LiveCodeBench/abc372_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc372_c__LV,LiveCodeBench/abc372_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc372_d__LV,LiveCodeBench/abc372_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc372_g__LV,LiveCodeBench/abc372_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc372_f__LV,LiveCodeBench/abc372_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc372_a__LV,LiveCodeBench/abc372_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc373_a__LV,LiveCodeBench/abc373_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc373_b__LV,LiveCodeBench/abc373_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc373_f__LV,LiveCodeBench/abc373_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc373_g__LV,LiveCodeBench/abc373_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc373_c__LV,LiveCodeBench/abc373_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc373_e__LV,LiveCodeBench/abc373_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc181_d__LV,LiveCodeBench/arc181_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc181_c__LV,LiveCodeBench/arc181_c,LV,livecodebench,,,,,,
LiveCodeBench/arc181_b__LV,LiveCodeBench/arc181_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc181_a__LV,LiveCodeBench/arc181_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc182_d__LV,LiveCodeBench/arc182_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc182_e__LV,LiveCodeBench/arc182_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc182_a__LV,LiveCodeBench/arc182_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc182_c__LV,LiveCodeBench/arc182_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc183_b__LV,LiveCodeBench/arc183_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc183_c__LV,LiveCodeBench/arc183_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc183_a__LV,LiveCodeBench/arc183_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc183_d__LV,LiveCodeBench/arc183_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3026__LV,LiveCodeBench/3026,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3543__LV,LiveCodeBench/3543,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3525__LV,LiveCodeBench/3525,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3552__LV,LiveCodeBench/3552,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3555__LV,LiveCodeBench/3555,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3534__LV,LiveCodeBench/3534,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3553__LV,LiveCodeBench/3553,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3495__LV,LiveCodeBench/3495,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3563__LV,LiveCodeBench/3563,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3551__LV,LiveCodeBench/3551,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3567__LV,LiveCodeBench/3567,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3485__LV,LiveCodeBench/3485,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3528__LV,LiveCodeBench/3528,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3560__LV,LiveCodeBench/3560,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3518__LV,LiveCodeBench/3518,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3559__LV,LiveCodeBench/3559,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3522__LV,LiveCodeBench/3522,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3550__LV,LiveCodeBench/3550,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3568__LV,LiveCodeBench/3568,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3540__LV,LiveCodeBench/3540,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3548__LV,LiveCodeBench/3548,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3531__LV,LiveCodeBench/3531,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3558__LV,LiveCodeBench/3558,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3575__LV,LiveCodeBench/3575,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3571__LV,LiveCodeBench/3571,LV,livecodebench,0.0,0.0,1.0,0.0,,
LiveCodeBench/3541__LV,LiveCodeBench/3541,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3496__LV,LiveCodeBench/3496,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3573__LV,LiveCodeBench/3573,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3600__LV,LiveCodeBench/3600,LV,livecodebench,1.0,1.0,1.0,0.0,,
LiveCodeBench/3570__LV,LiveCodeBench/3570,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3579__LV,LiveCodeBench/3579,LV,livecodebench,1.0,0.0,1.0,0.0,,
LiveCodeBench/3583__LV,LiveCodeBench/3583,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3606__LV,LiveCodeBench/3606,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3510__LV,LiveCodeBench/3510,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3584__LV,LiveCodeBench/3584,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/3580__LV,LiveCodeBench/3580,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc374_c__LV,LiveCodeBench/abc374_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc374_f__LV,LiveCodeBench/abc374_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc374_b__LV,LiveCodeBench/abc374_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc374_d__LV,LiveCodeBench/abc374_d,LV,livecodebench,,,,,,
LiveCodeBench/abc374_g__LV,LiveCodeBench/abc374_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc374_a__LV,LiveCodeBench/abc374_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc374_e__LV,LiveCodeBench/abc374_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc375_e__LV,LiveCodeBench/abc375_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc375_b__LV,LiveCodeBench/abc375_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc375_c__LV,LiveCodeBench/abc375_c,LV,livecodebench,1.0,1.0,1.0,0.0,,
LiveCodeBench/abc375_a__LV,LiveCodeBench/abc375_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc375_d__LV,LiveCodeBench/abc375_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc375_g__LV,LiveCodeBench/abc375_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc375_f__LV,LiveCodeBench/abc375_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc376_b__LV,LiveCodeBench/abc376_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc376_d__LV,LiveCodeBench/abc376_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc376_g__LV,LiveCodeBench/abc376_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc376_a__LV,LiveCodeBench/abc376_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc376_f__LV,LiveCodeBench/abc376_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc376_c__LV,LiveCodeBench/abc376_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc376_e__LV,LiveCodeBench/abc376_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc377_c__LV,LiveCodeBench/abc377_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc377_b__LV,LiveCodeBench/abc377_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc377_a__LV,LiveCodeBench/abc377_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc377_g__LV,LiveCodeBench/abc377_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc377_f__LV,LiveCodeBench/abc377_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc377_e__LV,LiveCodeBench/abc377_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc377_d__LV,LiveCodeBench/abc377_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc378_e__LV,LiveCodeBench/abc378_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc378_d__LV,LiveCodeBench/abc378_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc378_b__LV,LiveCodeBench/abc378_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc378_f__LV,LiveCodeBench/abc378_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc378_g__LV,LiveCodeBench/abc378_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc378_a__LV,LiveCodeBench/abc378_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc378_c__LV,LiveCodeBench/abc378_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc379_b__LV,LiveCodeBench/abc379_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc379_e__LV,LiveCodeBench/abc379_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc379_c__LV,LiveCodeBench/abc379_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc379_d__LV,LiveCodeBench/abc379_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc379_g__LV,LiveCodeBench/abc379_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc379_f__LV,LiveCodeBench/abc379_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc379_a__LV,LiveCodeBench/abc379_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc380_e__LV,LiveCodeBench/abc380_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc380_f__LV,LiveCodeBench/abc380_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc380_c__LV,LiveCodeBench/abc380_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc380_d__LV,LiveCodeBench/abc380_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc380_a__LV,LiveCodeBench/abc380_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc380_g__LV,LiveCodeBench/abc380_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc380_b__LV,LiveCodeBench/abc380_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc381_a__LV,LiveCodeBench/abc381_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc381_e__LV,LiveCodeBench/abc381_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc381_b__LV,LiveCodeBench/abc381_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc381_c__LV,LiveCodeBench/abc381_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc381_d__LV,LiveCodeBench/abc381_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc382_d__LV,LiveCodeBench/abc382_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc382_a__LV,LiveCodeBench/abc382_a,LV,livecodebench,0.0,0.0,1.0,0.0,,
LiveCodeBench/abc382_b__LV,LiveCodeBench/abc382_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc382_f__LV,LiveCodeBench/abc382_f,LV,livecodebench,,,,,,
LiveCodeBench/abc382_g__LV,LiveCodeBench/abc382_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc382_c__LV,LiveCodeBench/abc382_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc383_c__LV,LiveCodeBench/abc383_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc383_a__LV,LiveCodeBench/abc383_a,LV,livecodebench,1.0,0.0,1.0,0.0,,
LiveCodeBench/abc383_e__LV,LiveCodeBench/abc383_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc383_b__LV,LiveCodeBench/abc383_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc383_d__LV,LiveCodeBench/abc383_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc384_b__LV,LiveCodeBench/abc384_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc384_d__LV,LiveCodeBench/abc384_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc384_g__LV,LiveCodeBench/abc384_g,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc384_a__LV,LiveCodeBench/abc384_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc384_e__LV,LiveCodeBench/abc384_e,LV,livecodebench,,,,,,
LiveCodeBench/abc384_f__LV,LiveCodeBench/abc384_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc384_c__LV,LiveCodeBench/abc384_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc385_f__LV,LiveCodeBench/abc385_f,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc385_a__LV,LiveCodeBench/abc385_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc385_c__LV,LiveCodeBench/abc385_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc385_d__LV,LiveCodeBench/abc385_d,LV,livecodebench,1.0,1.0,1.0,0.0,,
LiveCodeBench/abc385_e__LV,LiveCodeBench/abc385_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc385_b__LV,LiveCodeBench/abc385_b,LV,livecodebench,,,,,,
LiveCodeBench/abc386_e__LV,LiveCodeBench/abc386_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc386_a__LV,LiveCodeBench/abc386_a,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc386_d__LV,LiveCodeBench/abc386_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc386_c__LV,LiveCodeBench/abc386_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc386_b__LV,LiveCodeBench/abc386_b,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/abc386_f__LV,LiveCodeBench/abc386_f,LV,livecodebench,0.0,1.0,1.0,0.0,,
LiveCodeBench/arc184_d__LV,LiveCodeBench/arc184_d,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc184_c__LV,LiveCodeBench/arc184_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc184_e__LV,LiveCodeBench/arc184_e,LV,livecodebench,1.0,1.0,1.0,1.0,,
LiveCodeBench/arc185_c__LV,LiveCodeBench/arc185_c,LV,livecodebench,1.0,1.0,1.0,1.0,,
